,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,PPI,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
428,HP,Gaming,Intel Core i7,12,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.35,16005377,127.0,0,0,1,0,0,0
431,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.4,8086755,166.0,1,0,0,0,0,0
432,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.7,4796039,157.0,1,0,0,0,0,0
433,Lenovo,Workstation,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.3,19576345,141.0,1,0,0,0,0,0
434,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 10,2.5,19608379,141.0,0,0,0,0,0,0
435,Asus,Gaming,AMD Ryzen Series,8,256GB SSD +  1TB HDD,AMD Radeon,Windows 10,3.2,13571342,127.0,0,0,1,0,0,0
436,HP,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,2778354,141.0,0,0,500,0,0,0
438,Lenovo,Ultrabook,Intel Core i7,24,512GB SSD,Intel HD,Windows 10,1.32,19071857,157.0,0,0,0,0,0,0
439,Asus,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Linux,2.0,4475700,141.0,0,0,0,0,0,0
440,Lenovo,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.8,4155451,127.0,0,0,1,0,0,0
441,Dell,Notebook,Intel Core i5,4,256GB SSD,AMD Radeon,Windows 10,2.2,5997039,141.0,0,0,0,0,0,0
442,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,11441539,176.0,1,0,0,0,0,0
443,Lenovo,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,2.2,2794371,141.0,0,0,0,0,0,0
444,HP,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,8799374,141.0,1,0,1,0,0,0
445,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,9439872,157.0,0,0,0,0,0,0
446,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,2.4,3537323,141.0,0,0,500,0,0,0
447,Dell,Workstation,Other Intel Processor,8,64GB Flash Storage +  1TB HDD,Nvidia Quadro,Windows 10,2.23,15957326,141.0,0,0,1,0,0,64
448,MSI,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,8228760,141.0,0,0,0,0,0,0
450,HP,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.91,4715954,141.0,0,0,0,0,0,0
451,Dell,Workstation,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,2.17,15813174,141.0,1,0,0,0,0,0
452,HP,Workstation,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,2.31,12282204,141.0,1,0,0,0,0,0
453,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.65,10769007,157.0,0,0,0,0,0,0
454,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.36,7838537,141.0,0,0,1,0,0,0
455,Dell,2 in 1 Convertible,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,1.47,3835202,190.0,0,1,500,0,0,0
456,Dell,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,4.42,16381640,127.0,1,0,1,0,0,0
459,HP,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,2.5,5123446,127.0,0,0,0,0,0,0
460,Acer,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.23,4355618,141.0,0,0,1,0,0,0
461,Acer,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.4,3482920,190.0,0,0,0,0,0,0
462,Asus,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.37,5997039,141.0,0,0,1,0,0,0
463,Lenovo,Notebook,Intel Core i7,8,512GB SSD,AMD Radeon,No OS,1.5,6397373,157.0,1,0,0,0,0,0
464,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.67,16733923,141.0,0,0,0,0,0,0
465,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.0,2434035,141.0,0,0,500,0,0,0
466,Acer,Notebook,Intel Core i3,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,3755118,141.0,0,0,500,0,0,0
467,Dell,Notebook,Intel Core i5,8,2TB HDD,AMD Radeon,Windows 10,2.02,6077034,141.0,0,0,2,0,0,0
468,HP,Gaming,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows 10,3.78,13603376,127.0,1,0,1,0,0,0
469,Lenovo,Ultrabook,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.4,14876408,157.0,1,0,0,0,0,0
470,HP,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel UHD,Windows 10,1.29,16005377,166.0,1,1,0,0,0,0
471,HP,Notebook,Intel Core i5,8,500GB HDD,AMD FirePro,Windows 10,1.9,9239705,141.0,0,0,500,0,0,0
473,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.42,14747109,166.0,0,1,0,0,0,0
474,Asus,Notebook,Intel Core i7,12,128GB SSD +  1TB HDD,Intel HD,Windows 10,2.06,10400708,141.0,1,0,1,0,0,0
475,Dell,Notebook,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,1.79,5924918,157.0,0,0,0,0,0,0
476,Dell,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,1.78,19280077,141.0,0,0,0,0,0,0
477,Lenovo,Notebook,Intel Core i5,8,180GB SSD,Intel HD,Windows 10,1.7,10921123,157.0,0,0,0,0,0,0
478,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.2,5404503,141.0,0,0,1,0,0,0
479,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.05,13387192,166.0,1,0,0,0,0,0
480,Dell,Notebook,Intel Core i7,8,512GB SSD,Nvidia GeForce,Windows 10,2.16,10104440,141.0,1,0,0,0,0,0
481,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.18,4696716,141.0,0,0,1,0,0,0
482,HP,Notebook,Intel Core i5,4,128GB SSD,Intel UHD,Windows 10,1.49,5812800,166.0,1,0,0,0,0,0
484,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.3,4523751,141.0,0,0,0,0,0,0
485,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.75,8399040,157.0,1,0,0,0,0,0
486,Dell,Workstation,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 10,2.17,18719574,141.0,1,0,0,0,0,0
487,Dell,Notebook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.06,15204710,141.0,0,0,0,0,0,0
488,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,14395990,176.0,1,0,0,0,0,0
489,Asus,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,0.91,15613007,176.0,0,0,0,0,0,0
490,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.3,8102682,141.0,1,0,0,0,0,0
491,Toshiba,Ultrabook,Intel Core i7,32,512GB SSD,Intel HD,Windows 10,1.05,22410713,166.0,0,1,0,0,0,0
492,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.99,10809005,141.0,0,0,1,0,0,0
493,Acer,Notebook,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.2,4635869,141.0,0,0,1,0,0,0
494,Asus,Gaming,Intel Core i7,24,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.33,10160454,127.0,1,1,1,0,0,0
495,Lenovo,Ultrabook,Intel Core i5,8,180GB SSD,Intel HD,Windows 10,1.3,8799374,176.0,1,0,0,0,0,0
496,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,2.17,7197234,141.0,0,0,0,0,0,0
497,HP,Notebook,Intel Core i7,8,1TB SSD,Intel HD,Windows 10,1.48,14003709,157.0,0,0,0,0,0,0
498,Lenovo,Notebook,Intel Core i3,8,256GB SSD,Intel HD,Windows 10,1.4,7598373,166.0,1,0,0,0,0,0
499,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,7294052,141.0,1,0,0,0,0,0
500,Asus,Netbook,Other Intel Processor,4,64GB Flash Storage,Intel HD,Windows 10,1.2,2722250,190.0,0,0,0,0,0,64
501,HP,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.91,4956029,141.0,0,0,0,0,0,0
503,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.1,2394037,157.0,0,0,500,0,0,0
504,Lenovo,Netbook,Other Intel Processor,4,16GB SSD,Intel HD,Chrome OS,1.25,2121750,190.0,0,0,0,0,0,0
505,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.44,7598373,166.0,0,0,0,0,0,0
506,Asus,Notebook,Intel Core i7,8,256GB SSD +  1TB HDD,Intel HD,Windows 10,2.0,9800208,141.0,0,0,1,0,0,0
507,Acer,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,4908067,141.0,1,0,1,0,0,0
508,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.34,10592821,166.0,1,0,0,0,0,0
509,Lenovo,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,9199707,141.0,1,0,1,0,0,0
510,Dell,Ultrabook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.29,7198040,166.0,1,1,0,0,0,0
511,Acer,Notebook,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows 10,2.2,5116287,141.0,0,0,500,0,0,0
512,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.18,6693551,141.0,0,0,1,0,0,0
513,Dell,Notebook,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,9762089,141.0,0,0,2,0,0,0
515,Asus,Netbook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.1,1961670,190.0,0,0,0,0,0,32
516,HP,Notebook,Intel Core i5,4,1TB HDD,Intel UHD,Windows 10,2.04,4175226,141.0,0,1,1,0,0,0
517,Asus,Gaming,Intel Core i7,24,512GB SSD,Nvidia GeForce,Windows 10,2.24,23763830,141.0,0,0,0,0,0,0
518,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,7117955,141.0,0,0,0,0,0,0
519,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,12042039,127.0,0,0,1,0,0,0
520,Lenovo,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.2,11201375,141.0,1,0,1,0,0,0
521,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.32,11201375,166.0,1,0,0,0,0,0
522,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.64,10246355,157.0,0,0,0,0,0,0
523,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.63,5516621,141.0,0,0,0,0,0,0
524,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Linux,2.8,7117955,127.0,1,0,1,0,0,0
525,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,2.02,10728920,157.0,0,0,0,0,0,0
526,Lenovo,Notebook,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,6397373,141.0,0,0,1,0,0,0
527,Lenovo,Notebook,Intel Core i3,8,2TB HDD,Nvidia GeForce,No OS,2.2,3675033,141.0,0,0,2,0,0,0
528,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.3,4683920,141.0,0,0,500,0,0,0
529,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,11025189,141.0,0,0,0,0,0,0
530,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,24122287,127.0,1,0,1,0,0,0
531,Toshiba,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.0,6885754,141.0,1,0,500,0,0,0
532,Asus,Notebook,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.0,10400708,141.0,1,0,1,0,0,0
534,Asus,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,13203042,141.0,1,0,1,0,0,0
535,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.93,10961121,141.0,0,0,0,0,0,0
536,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,2.2,6384577,141.0,0,0,0,0,0,0
537,HP,Notebook,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.86,3194615,141.0,0,0,0,0,0,0
538,HP,Gaming,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows 10,2.62,14404043,127.0,0,0,1,0,0,0
539,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.87,6877701,157.0,1,0,0,0,0,0
540,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,1.2,11201375,166.0,0,1,0,0,0,0
541,Dell,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.6,5891900,157.0,0,0,0,0,0,0
542,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.34,9167673,166.0,1,0,0,0,0,0
543,Acer,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Linux,2.4,6389319,141.0,0,0,1,0,0,0
544,Asus,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,2.0,2794371,141.0,0,0,500,0,0,0
545,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,5648693,141.0,0,0,0,0,0,0
546,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.87,6285254,157.0,0,0,500,0,0,0
547,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Intel HD,No OS,2.15,3701877,141.0,0,0,1,0,0,0
548,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.86,3178688,141.0,0,0,500,0,0,0
549,Lenovo,Notebook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.99,13843540,141.0,1,0,0,0,0,0
550,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.2,3995371,141.0,0,0,0,0,0,0
551,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,8943347,141.0,0,0,0,0,0,0
552,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,21610046,127.0,1,0,1,0,0,0
553,HP,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.65,4356871,127.0,0,0,1,0,0,0
554,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,10248502,127.0,0,0,1,0,0,0
555,Asus,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.0,1793537,141.0,0,0,500,0,0,0
557,Lenovo,Notebook,Intel Core i7,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.8,7598373,127.0,0,0,1,0,0,0
558,HP,Notebook,AMD A-Series,6,128GB SSD,AMD Radeon,Windows 10,1.91,4554979,141.0,1,0,0,0,0,0
559,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,4947349,141.0,0,0,1,0,0,0
560,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.25,2794371,190.0,1,1,0,0,0,32
561,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.05,5044167,141.0,0,0,0,0,0,0
562,HP,Ultrabook,Other Intel Processor,16,512GB SSD,Intel HD,Windows 10,1.16,15733089,166.0,1,1,0,0,0,0
563,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,3.4,24012047,127.0,1,0,0,0,0,0
564,Asus,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,6717622,141.0,0,0,1,0,0,0
565,Dell,Ultrabook,Intel Core i5,8,128GB SSD,Intel UHD,Windows 10,1.21,12802709,166.0,1,1,0,0,0,0
566,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.93,7678368,141.0,0,0,500,0,0,0
568,Lenovo,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,2754284,141.0,0,0,500,0,0,0
569,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.02,7926586,157.0,0,0,500,0,0,0
570,HP,Workstation,Intel Core i5,8,500GB HDD,Nvidia Quadro,Windows 10,3.14,14900299,127.0,0,0,500,0,0,0
571,HP,Notebook,Other Intel Processor,8,2TB HDD,Intel HD,Windows 10,1.94,3114620,157.0,0,0,2,0,0,0
572,HP,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,1.95,5196372,141.0,1,0,0,0,0,0
573,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,6645501,141.0,0,0,0,0,0,0
574,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.05,5484587,141.0,0,0,500,0,0,0
576,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.24,14932422,157.0,0,1,0,0,0,0
577,Lenovo,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.6,21321742,127.0,1,0,1,0,0,0
578,MSI,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,21850211,127.0,0,0,1,0,0,0
579,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.2,5997039,141.0,0,0,0,0,0,0
581,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,8074854,141.0,0,0,500,0,0,0
582,HP,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.49,5756785,166.0,0,0,0,0,0,0
583,Dell,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,1.93,12309406,141.0,0,0,0,0,0,0
584,Dell,Netbook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.26,2362004,190.0,0,0,0,0,0,16
585,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.5,18807712,127.0,0,0,1,0,0,0
586,HP,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,11993989,127.0,1,0,1,0,0,0
587,Lenovo,Ultrabook,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.4,13395156,157.0,1,0,0,0,0,0
588,Lenovo,Notebook,Intel Core i7,12,1TB HDD,Intel HD,Windows 10,2.2,4876034,141.0,0,1,1,0,0,0
589,Asus,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,14171842,127.0,1,0,1,0,0,0
590,Asus,2 in 1 Convertible,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.2,5916954,141.0,0,1,1,0,0,0
591,Lenovo,Notebook,AMD A-Series,12,512GB SSD,AMD Radeon,Windows 10,2.2,7598373,141.0,0,0,0,0,0,0
592,Dell,2 in 1 Convertible,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.39,4827983,190.0,0,1,0,0,0,0
594,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,2.8,4235536,127.0,0,0,500,0,0,0
595,Lenovo,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.29,3675033,141.0,0,0,1,0,0,0
596,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.37,16213508,166.0,1,1,0,0,0,0
597,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,11801875,157.0,1,0,0,0,0,0
598,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,13371175,176.0,0,1,0,0,0,0
599,Dell,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.06,14115738,141.0,0,1,0,0,0,0
600,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,9760120,141.0,0,0,0,0,0,0
601,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.1,5352336,141.0,0,0,500,0,0,0
602,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.6,2634202,157.0,0,0,0,0,0,32
603,MSI,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,17606711,127.0,0,0,1,0,0,0
604,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,3723084,141.0,0,0,1,0,0,0
605,MSI,Gaming,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,1.8,18407378,141.0,0,0,2,0,0,0
606,Toshiba,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.2,11201375,141.0,1,0,0,0,0,0
607,Lenovo,Notebook,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,2.4,4515787,141.0,0,0,1,0,0,0
608,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,10400708,141.0,1,1,0,0,0,0
609,Acer,Notebook,Other Intel Processor,4,128GB Flash Storage,Intel HD,Windows 10,1.6,2794371,157.0,0,0,0,0,0,128
610,Lenovo,Notebook,Other Intel Processor,32,1TB SSD,Nvidia Quadro,Windows 10,2.5,39224721,141.0,1,0,0,0,0,0
611,Dell,Gaming,Intel Core i7,16,1TB HDD,Nvidia GeForce,Windows 10,2.59,7037960,141.0,0,0,1,0,0,0
612,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.18,3554146,141.0,0,0,1,0,0,0
613,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.25,2874366,141.0,0,0,1,0,0,0
614,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Linux,1.93,6957786,141.0,0,0,500,0,0,0
615,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,9351823,127.0,0,0,1,0,0,0
616,Dell,Notebook,Intel Core i5,4,128GB SSD,AMD Radeon,Linux,2.18,4555785,141.0,0,0,0,0,0,0
617,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.84,11121290,141.0,0,0,0,0,0,0
618,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.94,18157997,141.0,0,0,1,0,0,0
619,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,3034535,190.0,1,1,0,0,0,32
620,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,8999540,157.0,0,0,0,0,0,0
621,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.65,11729754,157.0,0,0,0,0,0,0
622,Dell,Notebook,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.2,6213133,141.0,0,0,1,0,0,0
624,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,1.88,7462185,141.0,0,0,500,0,0,0
625,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,7198040,141.0,0,0,1,0,0,0
627,Lenovo,Notebook,Intel Core i5,4,128GB SSD,Intel HD,No OS,2.2,3747154,141.0,0,0,0,0,0,0
628,Asus,2 in 1 Convertible,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,1.5,5116377,166.0,0,1,1,0,0,0
629,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.0,14572176,141.0,0,0,0,0,0,0
630,Asus,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,15212674,157.0,0,0,0,0,0,0
631,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.62,11841873,141.0,0,0,1,0,0,0
632,Lenovo,Notebook,Intel Core i5,4,256GB SSD,Intel UHD,Windows 10,1.8,6637537,141.0,0,0,0,0,0,0
633,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Nvidia GeForce,Windows 10,2.2,4635869,141.0,0,0,1,0,0,0
634,Asus,Notebook,Other Intel Processor,8,1TB HDD,Intel HD,Windows 10,2.0,3194704,141.0,0,0,1,0,0,0
635,Asus,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,1.99,7258976,141.0,0,0,1,0,0,0
636,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.23,14964456,166.0,0,1,0,0,0,0
637,Lenovo,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.42,1993704,157.0,0,0,0,0,0,32
638,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,14071088,166.0,1,1,0,0,0,0
639,Dell,Notebook,Intel Core i7,16,1TB SSD,Nvidia GeForce,Windows 10,2.06,19208045,141.0,0,1,0,0,0,0
640,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,8879369,141.0,1,0,1,0,0,0
642,Lenovo,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.14,19616342,157.0,1,0,0,0,0,0
643,Asus,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.5,9359787,141.0,1,0,1,0,0,0
644,Acer,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.4,3603002,141.0,0,0,500,0,0,0
645,Lenovo,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.43,2193871,157.0,0,0,0,0,0,32
646,Acer,Ultrabook,Intel Core i5,8,256GB SSD,Intel Graphics,Windows 10,1.8,7358119,157.0,1,0,0,0,0,0
648,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,9712070,166.0,0,0,0,0,0,0
649,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,12682537,176.0,1,0,0,0,0,0
650,Asus,Gaming,Intel Core i7,32,512GB SSD,Nvidia GeForce,Windows 10,3.8,22410713,127.0,1,0,0,0,0,0
651,Acer,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Linux,2.4,5676701,141.0,0,0,1,0,0,0
